    0.51350E-01    0.45383E-01   -0.26811E-01   -0.12217E-01   -0.20292E-03    0.38026E-01    0.59990E+00    0.65590E+00    0.26300E-01    0.43897E-01    0.31704E-01
    0.13940E-01    0.55522E-01   -0.30991E-01   -0.14898E-01   -0.20095E-03    0.33165E-01    0.61200E+00    0.65590E+00    0.68100E-01    0.53879E-01    0.27622E-01
    0.39980E-01    0.31638E-01   -0.22316E-01   -0.84577E-02   -0.19870E-03    0.42481E-01    0.62600E+00    0.65590E+00   -0.18330E+00    0.30817E-01    0.35401E-01
    0.44870E-01    0.15112E+00   -0.12885E-01   -0.52726E-01   -0.11116E-03    0.19371E-01    0.16734E+01    0.12535E+01    0.18379E+01    0.82622E-01    0.16150E-01
    0.17650E-01    0.17063E+00   -0.13600E-01   -0.61927E-01   -0.12511E-03    0.17631E-01    0.17842E+01    0.12535E+01    0.18947E+01    0.89682E-01    0.14684E-01
    0.43575E-01    0.13791E+00   -0.12161E-01   -0.47073E-01   -0.10409E-03    0.21320E-01    0.16099E+01    0.12535E+01    0.18322E+01    0.77068E-01    0.17766E-01
   -0.91893E-01    0.33645E-01   -0.66776E-02   -0.43090E-02   -0.85902E-05    0.28817E+01    0.23087E+01    0.21345E+01    0.43599E+01    0.35654E+00    0.24014E+01
   -0.53700E-01   -0.96829E+02   -0.47189E-02    0.89326E+03    0.22251E+02   -0.83917E+01    0.17840E+00    0.29240E+00   -0.13162E+01   -0.64068E+01   -0.83917E+01
    0.26093E+00   -0.12672E+04   -0.26466E-02    0.34435E+05    0.56871E+03   -0.37079E+02    0.25000E+00    0.29240E+00   -0.19661E+01   -0.28464E+02   -0.30899E+02
    0.79400E-01    0.66134E-01   -0.16062E-01   -0.29293E-01   -0.77076E-03    0.57430E-01    0.92020E+00    0.84430E+00    0.12573E+01    0.37786E-01    0.47882E-01
    0.14480E-01    0.10789E+00   -0.19988E-01   -0.47535E-01   -0.75859E-03    0.49985E-01    0.90820E+00    0.84430E+00    0.14640E+01    0.61971E-01    0.41631E-01
    0.91090E-01    0.23389E-01   -0.12961E-01   -0.10216E-01   -0.73908E-03    0.63711E-01    0.88840E+00    0.84430E+00    0.10110E+01    0.13552E-01    0.53093E-01
   -0.89120E-01   -0.50666E-02   -0.84708E-02    0.23135E-02    0.11935E-02   -0.16256E+00    0.36806E+01    0.36302E+01    0.36563E+01   -0.37807E-02   -0.13547E+00
   -0.58460E-01   -0.13535E+00   -0.14621E+00   -0.61911E-01   -0.63328E-03    0.29373E-01    0.27845E+01    0.25558E+01    0.21376E+01    0.59247E-01    0.24490E-01
   -0.20176E+00   -0.30943E-01   -0.24409E+00   -0.14847E-01   -0.73099E-03    0.26961E-01    0.28866E+01    0.25558E+01    0.27522E+01    0.12912E-01    0.22454E-01
   -0.16350E-01   -0.13843E+00   -0.14193E+00   -0.62616E-01   -0.61238E-03    0.32677E-01    0.27599E+01    0.25558E+01    0.20833E+01    0.61277E-01    0.27231E-01
   -0.63600E-02    0.24484E-01   -0.86460E-02    0.75237E-02    0.47261E-03   -0.58775E+00    0.24884E+01    0.23604E+01    0.27477E+01   -0.47550E-01   -0.48980E+00
    0.92050E-01   -0.50928E+02   -0.28172E-02   -0.27337E+03   -0.20896E+01    0.11411E+01    0.24801E+01    0.20875E+01    0.71250E+00    0.27223E+01    0.95088E+00
   -0.15697E+00    0.87644E+03   -0.72185E-02   -0.32581E+05   -0.54954E+03    0.28047E+02    0.10773E+01    0.12465E+01   -0.44310E+00    0.13521E+02    0.28047E+02
   -0.70200E-02   -0.97528E+01   -0.31388E-02   -0.68345E+02   -0.36812E+01    0.79307E+01    0.11931E+01    0.12465E+01   -0.13917E+01    0.79815E+00    0.66089E+01
    0.17100E-01   -0.60542E+00   -0.51276E-02    0.45421E+00    0.11053E-01   -0.65432E+00    0.14937E+01    0.15142E+01    0.41810E+00   -0.42429E+00   -0.54527E+00
   -0.66750E-01   -0.15012E+00   -0.65215E-02   -0.92981E-01   -0.12921E-02    0.55421E-01    0.24723E+01    0.23330E+01    0.20810E+01    0.52115E-01    0.46185E-01
    0.63770E-01   -0.67657E+00   -0.74597E-02   -0.50295E+00   -0.77008E-02    0.17516E+00    0.11542E+01    0.10151E+01   -0.70100E-01    0.28107E+00    0.14604E+00
    0.20070E-01   -0.59808E+00   -0.10155E-01   -0.48330E+00   -0.98915E-02    0.16660E+00    0.12619E+01    0.10151E+01    0.34600E+00    0.22857E+00    0.13876E+00
    0.80320E-01   -0.68526E+00   -0.73501E-02   -0.50960E+00   -0.77094E-02    0.19713E+00    0.11547E+01    0.10151E+01   -0.84400E-01    0.28457E+00    0.16427E+00
    0.24700E-02    0.33790E-01   -0.77789E-02   -0.16362E-01   -0.45127E-03    0.32177E-01    0.22826E+01    0.20009E+01    0.24267E+01    0.14132E-01    0.26828E-01
   -0.85970E-01    0.95737E-01   -0.96951E-02   -0.49078E-01   -0.53542E-03    0.29806E-01    0.23970E+01    0.20009E+01    0.27613E+01    0.37821E-01    0.24824E-01
    0.24710E-01    0.26132E-01   -0.75558E-02   -0.12457E-01   -0.43050E-03    0.35635E-01    0.22499E+01    0.20009E+01    0.23649E+01    0.11102E-01    0.29696E-01
   -0.46680E-01   -0.25102E+00   -0.13169E-01   -0.16044E+00   -0.48156E-02    0.13207E+00    0.91370E+00    0.72000E+00    0.29930E+00    0.12137E+00    0.11000E+00
    0.41700E-01   -0.46484E+00   -0.69053E-02   -0.28233E+00   -0.41321E-02    0.16136E+00    0.83180E+00    0.72000E+00   -0.42820E+00    0.23652E+00    0.13447E+00
   -0.15040E-01   -0.18045E+00   -0.75272E-02   -0.12858E+00   -0.35664E-02    0.12644E+00    0.13803E+01    0.12687E+01    0.10249E+01    0.68414E-01    0.10537E+00
   -0.67930E-01    0.33820E-01   -0.48223E-01    0.14783E-01    0.18549E-02   -0.11380E+00    0.49956E+01    0.50061E+01    0.51726E+01   -0.23751E-01   -0.94835E-01
    0.19590E-01    0.17780E-01   -0.96792E-02    0.11018E-01    0.38976E-02   -0.19358E+00    0.21809E+01    0.23249E+01    0.22272E+01   -0.12264E-01   -0.19358E+00
    0.12290E-01   -0.36027E+00   -0.31117E-02    0.20727E+00    0.31187E-02   -0.26958E+00    0.23054E+01    0.23249E+01    0.12169E+01   -0.26767E+00   -0.22465E+00
   -0.26170E-01   -0.90599E+00   -0.38219E-02   -0.20842E+01   -0.97053E-01    0.71269E+00    0.88170E+00    0.82990E+00    0.71050E+00    0.12811E+00    0.59391E+00
   -0.15675E+00   -0.59629E+00   -0.36873E+00    0.36770E+00    0.13274E-01   -0.24241E+00    0.44292E+01    0.43775E+01    0.28610E+01   -0.34056E+00   -0.20201E+00
    0.16275E+00   -0.13048E+01   -0.10998E-01    0.12114E+01    0.45451E-01   -0.71501E+00    0.16724E+01    0.17642E+01    0.15860E+00   -0.81155E+00   -0.71501E+00
    0.59610E-01   -0.22150E+01   -0.30210E-02    0.19680E+01    0.39836E-01   -0.10264E+01    0.17208E+01    0.17642E+01   -0.10851E+01   -0.14396E+01   -0.85533E+00
   -0.10970E-01   -0.50076E+01   -0.91856E-02    0.17713E+02    0.80550E+00   -0.73623E+00    0.16335E+01    0.13770E+01    0.12333E+01   -0.52850E+00   -0.73623E+00
    0.64930E-01   -0.44283E+02   -0.41051E-02    0.26838E+03    0.40513E+01   -0.18921E+01    0.15158E+01    0.13770E+01    0.31020E+00   -0.27278E+01   -0.15767E+01
    0.14100E-02    0.40273E-01   -0.31082E-01    0.15748E-01    0.16303E-02   -0.23631E+00    0.38760E+01    0.39128E+01    0.41394E+01   -0.41863E-01   -0.19692E+00
   -0.10964E-01    0.46355E-01   -0.42331E-02   -0.69935E-02   -0.98681E-05    0.49489E+01    0.77600E+00    0.81500E+00    0.28125E+01    0.47283E+00    0.41241E+01
   -0.15117E+00   -0.36201E+00   -0.20870E+00    0.19801E+00    0.96436E-02   -0.23745E+00    0.44912E+01    0.44005E+01    0.32811E+01   -0.24093E+00   -0.19787E+00
