     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.12349E+00    0.73061E+00    0.29927E-01
         2   -0.12240E+00   -0.13494E+00    0.77563E+00    0.23423E-01
         3   -0.68400E-01   -0.10818E+00    0.67283E+00    0.15923E-01
         4   -0.60000E-01   -0.10543E+00    0.63510E+00    0.27428E+00
         5   -0.95500E-01   -0.11354E+00    0.65810E+00    0.35410E+00
         6   -0.55200E-01   -0.99498E-01    0.61674E+00    0.23011E+00
         7   -0.76900E-01    0.97430E-02    0.21313E+00    0.45129E-01
         8   -0.10770E+01   -0.10286E+01    0.22146E+01    0.19305E+02
         9   -0.36140E+00   -0.61478E+00    0.19632E+01    0.64193E+01
        10   -0.11450E+00   -0.19008E+00    0.98470E+00    0.66143E-01
        11   -0.19680E+00   -0.20669E+00    0.10501E+01    0.55536E-01
        12   -0.84900E-01   -0.17289E+00    0.92106E+00    0.38160E-01
        13   -0.51090E+00   -0.40798E+00    0.18305E+01    0.46570E-01
        14   -0.42970E+00   -0.22318E+00    0.10888E+01    0.29571E+00
        15   -0.20360E+00   -0.18399E+00    0.94948E+00    0.17684E+00
        16   -0.50170E+00   -0.47842E+00    0.20997E+01    0.80276E-01
        17   -0.37490E+00   -0.45763E+00    0.17356E+01    0.27855E+01
        18   -0.74080E+00   -0.57969E+00    0.17504E+01    0.71528E+01
        19   -0.45320E+00   -0.49268E+00    0.21409E+01    0.21402E+00
        20   -0.37710E+00   -0.38157E+00    0.17299E+01    0.30527E-01
        21   -0.29730E+00   -0.22537E+00    0.11109E+01    0.16571E+00
        22   -0.17380E+00   -0.23216E+00    0.11339E+01    0.19712E+00
        23   -0.24740E+00   -0.26116E+00    0.12285E+01    0.36571E+00
        24   -0.15630E+00   -0.23125E+00    0.11303E+01    0.19787E+00
        25   -0.13960E+00   -0.14096E+00    0.77454E+00    0.25645E+00
        26   -0.24600E+00   -0.15841E+00    0.83002E+00    0.37184E+00
        27   -0.11410E+00   -0.13778E+00    0.76552E+00    0.22480E+00
        28   -0.22910E+00   -0.21755E+00    0.10844E+01    0.12967E+00
        29   -0.31450E+00   -0.26118E+00    0.12424E+01    0.23398E+00
        30   -0.17230E+00   -0.20947E+00    0.10529E+01    0.13149E+00
        31   -0.26870E+00   -0.24745E+00    0.11977E+01    0.15318E+00
        32   -0.57740E+00   -0.49175E+00    0.21588E+01    0.91586E-02
        33   -0.50810E+00   -0.50957E+00    0.22108E+01    0.17116E+00
        34   -0.39760E+00   -0.39656E+00    0.17888E+01    0.22313E-01
        35   -0.33830E+00   -0.30354E+00    0.14073E+01    0.22564E+00
        36   -0.64700E+00   -0.47350E+00    0.20823E+01    0.64810E-01
        37   -0.43320E+00   -0.57484E+00    0.24643E+01    0.16376E+00
        38   -0.39430E+00   -0.43878E+00    0.19467E+01    0.75690E-01
        39   -0.68740E+00   -0.67660E+00    0.17541E+01    0.10697E+02
        40   -0.41800E+00   -0.48080E+00    0.14738E+01    0.61389E+01
        41   -0.49870E+00   -0.48285E+00    0.21223E+01    0.28575E-01
        42   -0.46700E-01   -0.38694E-01    0.40419E+00    0.11733E-01
