     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.89750E-01    0.40735E+00    0.29927E-01    0.45383E-01
         2   -0.12240E+00   -0.98949E-01    0.45132E+00    0.23423E-01    0.55522E-01
         3   -0.68400E-01   -0.76509E-01    0.34730E+00    0.15923E-01    0.31638E-01
         4   -0.60000E-01   -0.10904E+00    0.46376E+00    0.27428E+00    0.15112E+00
         5   -0.95500E-01   -0.11773E+00    0.49338E+00    0.35410E+00    0.17063E+00
         6   -0.55200E-01   -0.10300E+00    0.44160E+00    0.23011E+00    0.13791E+00
         7   -0.76900E-01   -0.75541E-01    0.33872E+00    0.45129E-01    0.33645E-01
         8   -0.10770E+01   -0.10302E+01    0.22290E+01    0.19305E+02   -0.96829E+02
         9   -0.36140E+00   -0.36915E+00    0.19681E+01    0.64193E+01   -0.12672E+04
        10   -0.11450E+00   -0.17452E+00    0.79929E+00    0.66143E-01    0.66134E-01
        11   -0.19680E+00   -0.18798E+00    0.86374E+00    0.55536E-01    0.10789E+00
        12   -0.84900E-01   -0.15954E+00    0.73304E+00    0.38160E-01    0.23389E-01
        13   -0.51090E+00   -0.43457E+00    0.20198E+01    0.46570E-01   -0.50666E-02
        14   -0.24870E+00   -0.17056E+00    0.76247E+00    0.19931E+00   -0.13535E+00
        15   -0.20360E+00   -0.16751E+00    0.75132E+00    0.17684E+00   -0.13843E+00
        16   -0.50170E+00   -0.49345E+00    0.22908E+01    0.80276E-01    0.24484E-01
        17   -0.37490E+00   -0.44123E+00    0.17174E+01    0.27855E+01   -0.50928E+02
        18   -0.74080E+00   -0.75471E+00    0.17483E+01    0.71528E+01    0.87644E+03
        19   -0.33500E+00   -0.32114E+00    0.14143E+01    0.64652E+00   -0.97528E+01
        20   -0.45320E+00   -0.49895E+00    0.22981E+01    0.21402E+00   -0.32040E-01
        21   -0.37710E+00   -0.40885E+00    0.19021E+01    0.30527E-01   -0.60542E+00
        22   -0.29730E+00   -0.21746E+00    0.98674E+00    0.16571E+00   -0.15012E+00
        23   -0.17380E+00   -0.21191E+00    0.95689E+00    0.19712E+00   -0.67657E+00
        24   -0.24740E+00   -0.24013E+00    0.10656E+01    0.36571E+00   -0.59808E+00
        25   -0.15630E+00   -0.21117E+00    0.95334E+00    0.19787E+00   -0.68526E+00
        26   -0.24600E+00   -0.16097E+00    0.69348E+00    0.37184E+00    0.95737E-01
        27   -0.11410E+00   -0.14064E+00    0.61868E+00    0.22480E+00    0.26132E-01
        28   -0.22910E+00   -0.19623E+00    0.89257E+00    0.12967E+00   -0.41704E+00
        29   -0.31450E+00   -0.23514E+00    0.10602E+01    0.23398E+00   -0.25102E+00
        30   -0.17230E+00   -0.18959E+00    0.86127E+00    0.13149E+00   -0.46484E+00
        31   -0.57740E+00   -0.51678E+00    0.24099E+01    0.91586E-02    0.33820E-01
        32   -0.50810E+00   -0.51918E+00    0.23987E+01    0.17116E+00    0.17780E-01
        33   -0.39760E+00   -0.42768E+00    0.19912E+01    0.22313E-01   -0.36027E+00
        34   -0.33830E+00   -0.30245E+00    0.13771E+01    0.22564E+00   -0.90599E+00
        35   -0.64700E+00   -0.51818E+00    0.24093E+01    0.64810E-01   -0.59629E+00
        36   -0.43320E+00   -0.57876E+00    0.26799E+01    0.16376E+00   -0.13048E+01
        37   -0.39430E+00   -0.46751E+00    0.21720E+01    0.75690E-01   -0.22150E+01
        38   -0.68740E+00   -0.69935E+00    0.17893E+01    0.10697E+02   -0.50076E+01
        39   -0.41800E+00   -0.49403E+00    0.14943E+01    0.61389E+01   -0.44283E+02
        40   -0.49870E+00   -0.52201E+00    0.24317E+01    0.28575E-01    0.40273E-01
        41   -0.46700E-01   -0.70323E-02    0.22528E-01    0.11733E-01    0.46355E-01
        42   -0.63130E+00   -0.52156E+00    0.24198E+01    0.10181E+00   -0.36201E+00
