     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.90288E-01    0.73061E+00    0.97052E+00    0.61532E-02    0.59990E+00
         2   -0.12240E+00   -0.10154E+00    0.77563E+00    0.97685E+00    0.60934E-02    0.61200E+00
         3   -0.68400E-01   -0.77930E-01    0.67283E+00    0.98420E+00    0.60253E-02    0.62600E+00
         4   -0.60000E-01   -0.11991E+00    0.63510E+00    0.76077E+00    0.10286E-01    0.16734E+01
         5   -0.95500E-01   -0.13067E+00    0.65810E+00    0.70308E+00    0.11577E-01    0.17842E+01
         6   -0.55200E-01   -0.11252E+00    0.61674E+00    0.79485E+00    0.96316E-02    0.16099E+01
         7   -0.76900E-01   -0.51800E-01    0.21313E+00    0.10462E+01    0.56878E-03    0.23087E+01
         8   -0.10770E+01   -0.11168E+01    0.22146E+01    0.37470E+03   -0.28201E+03    0.17840E+00
         9   -0.36140E+00   -0.28257E+00    0.19632E+01    0.43184E+02   -0.72078E+04    0.25000E+00
        10   -0.11450E+00   -0.16600E+00    0.98470E+00    0.93601E+00    0.23540E-01    0.92020E+00
        11   -0.84900E-01   -0.14944E+00    0.92106E+00    0.96256E+00    0.22572E-01    0.88840E+00
        12   -0.51090E+00   -0.50147E+00    0.18305E+01    0.10477E+01   -0.34568E-01    0.36806E+01
        13   -0.24870E+00   -0.25092E+00    0.95842E+00    0.81956E+00    0.25842E-01    0.27845E+01
        14   -0.42970E+00   -0.28661E+00    0.10888E+01    0.74480E+00    0.29829E-01    0.28866E+01
        15   -0.20360E+00   -0.24763E+00    0.94948E+00    0.83811E+00    0.24989E-01    0.27599E+01
        16   -0.50170E+00   -0.50677E+00    0.20997E+01    0.10836E+01   -0.12248E-01    0.24884E+01
        17   -0.37490E+00   -0.41945E+00    0.17356E+01    0.10357E+00    0.45632E+02    0.24801E+01
        18   -0.74080E+00   -0.70537E+00    0.17504E+01    0.18817E-01    0.15737E+05    0.10773E+01
        19   -0.33500E+00   -0.28525E+00    0.14257E+01    0.52953E+00    0.10541E+03    0.11931E+01
        20   -0.45320E+00   -0.46153E+00    0.21409E+01    0.80766E+00   -0.22273E+00    0.13771E+01
        21   -0.37710E+00   -0.37037E+00    0.17299E+01    0.96994E+00   -0.16924E+00    0.14937E+01
        22   -0.29730E+00   -0.27173E+00    0.11109E+01    0.84745E+00    0.61520E-01    0.24723E+01
        23   -0.17380E+00   -0.21253E+00    0.11339E+01    0.82135E+00    0.14152E+00    0.11542E+01
        24   -0.24740E+00   -0.23994E+00    0.12285E+01    0.69510E+00    0.18178E+00    0.12619E+01
        25   -0.15630E+00   -0.21170E+00    0.11303E+01    0.82074E+00    0.14168E+00    0.11547E+01
        26   -0.13960E+00   -0.18276E+00    0.77454E+00    0.77434E+00    0.28449E-01    0.22826E+01
        27   -0.24600E+00   -0.20133E+00    0.83002E+00    0.69092E+00    0.33753E-01    0.23970E+01
        28   -0.11410E+00   -0.17907E+00    0.76552E+00    0.79905E+00    0.27139E-01    0.22499E+01
        29   -0.22910E+00   -0.18506E+00    0.10844E+01    0.87847E+00    0.74988E-01    0.83030E+00
        30   -0.31450E+00   -0.22635E+00    0.12424E+01    0.79180E+00    0.87631E-01    0.91370E+00
        31   -0.17230E+00   -0.17768E+00    0.10529E+01    0.87687E+00    0.75193E-01    0.83180E+00
        32   -0.26870E+00   -0.23877E+00    0.11977E+01    0.85810E+00    0.10495E+00    0.13803E+01
        33   -0.50810E+00   -0.51752E+00    0.22108E+01    0.84286E+00   -0.84499E-01    0.21809E+01
        34   -0.39760E+00   -0.42409E+00    0.17888E+01    0.97793E+00   -0.67612E-01    0.23054E+01
        35   -0.33830E+00   -0.26386E+00    0.14073E+01    0.79839E+00    0.34266E+01    0.88170E+00
        36   -0.64700E+00   -0.59772E+00    0.20823E+01    0.10669E+01   -0.12003E+00    0.44292E+01
        37   -0.43320E+00   -0.55255E+00    0.24643E+01    0.84910E+00   -0.37386E+00    0.16724E+01
        38   -0.39430E+00   -0.43268E+00    0.19467E+01    0.92712E+00   -0.32768E+00    0.17208E+01
        39   -0.68740E+00   -0.59964E+00    0.17541E+01    0.11643E+03   -0.15356E+02    0.16335E+01
        40   -0.41800E+00   -0.38190E+00    0.14738E+01    0.39661E+02   -0.77234E+02    0.15158E+01
        41   -0.49870E+00   -0.57990E+00    0.21223E+01    0.97183E+00   -0.29877E-01    0.38760E+01
        42   -0.46700E-01   -0.21766E-01    0.40419E+00    0.98834E+00    0.78632E-03    0.77600E+00
        43   -0.63130E+00   -0.59114E+00    0.20413E+01    0.11071E+01   -0.92468E-01    0.44912E+01
